Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value
238,Falkland Islands (Malvinas),2015,Major trading partner 2 (% of imports),Greece,,9.7
238,Falkland Islands (Malvinas),2020,Major trading partner 2 (% of imports),Greece,,12.8
238,Falkland Islands (Malvinas),2023,Major trading partner 2 (% of imports),Greece,,18
238,Falkland Islands (Malvinas),2015,Major trading partner 3 (% of exports),United States,,7.1
238,Falkland Islands (Malvinas),2020,Major trading partner 3 (% of exports),United States,,2.8
238,Falkland Islands (Malvinas),2023,Major trading partner 3 (% of exports),United States,,7.7
238,Falkland Islands (Malvinas),2015,Major trading partner 3 (% of imports),Spain,,1.2
238,Falkland Islands (Malvinas),2020,Major trading partner 3 (% of imports),Spain,,25.8
238,Falkland Islands (Malvinas),2023,Major trading partner 3 (% of imports),Spain,,10.6
234,Faroe Islands,2015,Major trading partner 1 (% of exports),Denmark,,12.9
234,Faroe Islands,2020,Major trading partner 1 (% of exports),Denmark,,13.9
234,Faroe Islands,2023,Major trading partner 1 (% of exports),Denmark,,17.7
234,Faroe Islands,2015,Major trading partner 1 (% of imports),Denmark,,45.2
234,Faroe Islands,2020,Major trading partner 1 (% of imports),Denmark,,50.9
234,Faroe Islands,2023,Major trading partner 1 (% of imports),Denmark,,44
234,Faroe Islands,2015,Major trading partner 2 (% of exports),United Kingdom,,17.5
234,Faroe Islands,2020,Major trading partner 2 (% of exports),United Kingdom,,19.1
234,Faroe Islands,2023,Major trading partner 2 (% of exports),United Kingdom,,16
234,Faroe Islands,2015,Major trading partner 2 (% of imports),Netherlands,,4.7
234,Faroe Islands,2020,Major trading partner 2 (% of imports),Netherlands,,6.9
234,Faroe Islands,2023,Major trading partner 2 (% of imports),Netherlands,,13.4
234,Faroe Islands,2015,Major trading partner 3 (% of exports),United States,,10.5
234,Faroe Islands,2020,Major trading partner 3 (% of exports),United States,,11.5
234,Faroe Islands,2023,Major trading partner 3 (% of exports),United States,,15.6
234,Faroe Islands,2015,Major trading partner 3 (% of imports),Norway,,10.3
234,Faroe Islands,2020,Major trading partner 3 (% of imports),Norway,,7.3
234,Faroe Islands,2023,Major trading partner 3 (% of imports),Norway,,10.8
242,Fiji,2015,Major trading partner 1 (% of exports),United States,,16.6
242,Fiji,2020,Major trading partner 1 (% of exports),United States,,20.4
242,Fiji,2023,Major trading partner 1 (% of exports),United States,,21
242,Fiji,2015,Major trading partner 1 (% of imports),Singapore,,17.9
242,Fiji,2020,Major trading partner 1 (% of imports),Singapore,,18.2
242,Fiji,2023,Major trading partner 1 (% of imports),Singapore,,25.9
242,Fiji,2015,Major trading partner 2 (% of exports),Australia,,14.4
242,Fiji,2020,Major trading partner 2 (% of exports),Australia,,15
242,Fiji,2023,Major trading partner 2 (% of exports),Australia,,10.5
242,Fiji,2015,Major trading partner 2 (% of imports),China,,14.6
242,Fiji,2020,Major trading partner 2 (% of imports),China,,16.3
242,Fiji,2023,Major trading partner 2 (% of imports),China,,15.7
242,Fiji,2015,Major trading partner 3 (% of exports),Bunkers,,5.7
242,Fiji,2023,Major trading partner 3 (% of exports),Bunkers,,8.9
242,Fiji,2015,Major trading partner 3 (% of imports),Australia,,16.1
242,Fiji,2020,Major trading partner 3 (% of imports),Australia,,17.8
242,Fiji,2023,Major trading partner 3 (% of imports),Australia,,15.6
246,Finland,2015,Major trading partner 1 (% of exports),United States,,6.7
246,Finland,2020,Major trading partner 1 (% of exports),United States,,8.3
246,Finland,2023,Major trading partner 1 (% of exports),United States,,11
246,Finland,2015,Major trading partner 1 (% of imports),Germany,,15
246,Finland,2020,Major trading partner 1 (% of imports),Germany,,15.4
246,Finland,2023,Major trading partner 1 (% of imports),Germany,,13.5
246,Finland,2015,Major trading partner 2 (% of exports),Sweden,,10.1
246,Finland,2020,Major trading partner 2 (% of exports),Sweden,,10.4
246,Finland,2023,Major trading partner 2 (% of exports),Sweden,,10.5
246,Finland,2015,Major trading partner 2 (% of imports),Sweden,,11.3
246,Finland,2020,Major trading partner 2 (% of imports),Sweden,,10.9
246,Finland,2023,Major trading partner 2 (% of imports),Sweden,,11.3
246,Finland,2015,Major trading partner 3 (% of exports),Germany,,13.6
246,Finland,2020,Major trading partner 3 (% of exports),Germany,,13.5
246,Finland,2023,Major trading partner 3 (% of exports),Germany,,10.4
246,Finland,2015,Major trading partner 3 (% of imports),China,,7.3
246,Finland,2020,Major trading partner 3 (% of imports),China,,9
246,Finland,2023,Major trading partner 3 (% of imports),China,,9
250,France,2015,Major trading partner 1 (% of exports),Germany,,16
250,France,2020,Major trading partner 1 (% of exports),Germany,,14.3
250,France,2023,Major trading partner 1 (% of exports),Germany,,13.5
250,France,2015,Major trading partner 1 (% of imports),Germany,,17.1
250,France,2020,Major trading partner 1 (% of imports),Germany,,17.4
250,France,2023,Major trading partner 1 (% of imports),Germany,,15.5
250,France,2015,Major trading partner 2 (% of exports),Italy,,7.2
250,France,2020,Major trading partner 2 (% of exports),Italy,,7.6
250,France,2023,Major trading partner 2 (% of exports),Italy,,9
250,France,2015,Major trading partner 2 (% of imports),Belgium,,7.2
250,France,2020,Major trading partner 2 (% of imports),Belgium,,9.6
250,France,2023,Major trading partner 2 (% of imports),Belgium,,11.4
250,France,2015,Major trading partner 3 (% of exports),Belgium,,6.8
250,France,2020,Major trading partner 3 (% of exports),Belgium,,7.4
250,France,2023,Major trading partner 3 (% of exports),Belgium,,8.2
250,France,2015,Major trading partner 3 (% of imports),Netherlands,,4.2
250,France,2020,Major trading partner 3 (% of imports),Netherlands,,8.6
250,France,2023,Major trading partner 3 (% of imports),Netherlands,,8.8
258,French Polynesia,2015,Major trading partner 1 (% of exports),France,,13.9
258,French Polynesia,2020,Major trading partner 1 (% of exports),France,,29.7
258,French Polynesia,2023,Major trading partner 1 (% of exports),France,,24.3
258,French Polynesia,2015,Major trading partner 1 (% of imports),France,,25.6
258,French Polynesia,2020,Major trading partner 1 (% of imports),France,,25.9
258,French Polynesia,2023,Major trading partner 1 (% of imports),France,,20.8
258,French Polynesia,2015,Major trading partner 2 (% of exports),"China, Hong Kong SAR",,24.5
258,French Polynesia,2020,Major trading partner 2 (% of exports),"China, Hong Kong SAR",,13
258,French Polynesia,2023,Major trading partner 2 (% of exports),"China, Hong Kong SAR",,21
258,French Polynesia,2015,Major trading partner 2 (% of imports),China,,13.2
258,French Polynesia,2020,Major trading partner 2 (% of imports),China,,13.7
258,French Polynesia,2023,Major trading partner 2 (% of imports),China,,14.4
258,French Polynesia,2015,Major trading partner 3 (% of exports),United States,,18
258,French Polynesia,2020,Major trading partner 3 (% of exports),United States,,19.8
258,French Polynesia,2023,Major trading partner 3 (% of exports),United States,,18.1
258,French Polynesia,2015,Major trading partner 3 (% of imports),Republic of Korea,,4.8
258,French Polynesia,2020,Major trading partner 3 (% of imports),Republic of Korea,,8.6
258,French Polynesia,2023,Major trading partner 3 (% of imports),Republic of Korea,,10.1
266,Gabon,2015,Major trading partner 1 (% of exports),China,,7.9
266,Gabon,2020,Major trading partner 1 (% of exports),China,,34.8
266,Gabon,2023,Major trading partner 1 (% of exports),China,,24.5
266,Gabon,2015,Major trading partner 1 (% of imports),France,,10.2
266,Gabon,2020,Major trading partner 1 (% of imports),France,,14
266,Gabon,2023,Major trading partner 1 (% of imports),France,,14.1
266,Gabon,2015,Major trading partner 2 (% of exports),India,,0.8
266,Gabon,2020,Major trading partner 2 (% of exports),India,,3.1
266,Gabon,2023,Major trading partner 2 (% of exports),India,,10.7
266,Gabon,2015,Major trading partner 2 (% of imports),Singapore,,6.2
266,Gabon,2020,Major trading partner 2 (% of imports),Singapore,,11.1
266,Gabon,2023,Major trading partner 2 (% of imports),Singapore,,12.1
266,Gabon,2015,Major trading partner 3 (% of exports),Cameroon,,1.5
266,Gabon,2020,Major trading partner 3 (% of exports),Cameroon,,4.4
266,Gabon,2023,Major trading partner 3 (% of exports),Cameroon,,8
266,Gabon,2015,Major trading partner 3 (% of imports),China,,6.3
266,Gabon,2020,Major trading partner 3 (% of imports),China,,10.3
266,Gabon,2023,Major trading partner 3 (% of imports),China,,11.3
270,Gambia,2015,Major trading partner 1 (% of exports),Mali,,46.2
270,Gambia,2020,Major trading partner 1 (% of exports),Mali,,25.4
270,Gambia,2023,Major trading partner 1 (% of exports),Mali,,44.7
270,Gambia,2015,Major trading partner 1 (% of imports),Togo,,0
270,Gambia,2020,Major trading partner 1 (% of imports),Togo,,4.5
270,Gambia,2023,Major trading partner 1 (% of imports),Togo,,25.5
270,Gambia,2015,Major trading partner 2 (% of exports),China,,2.8
270,Gambia,2020,Major trading partner 2 (% of exports),China,,3.9
270,Gambia,2023,Major trading partner 2 (% of exports),China,,29.1
270,Gambia,2015,Major trading partner 2 (% of imports),Côte d’Ivoire,,17.8
270,Gambia,2020,Major trading partner 2 (% of imports),Côte d’Ivoire,,9.2
270,Gambia,2023,Major trading partner 2 (% of imports),Côte d’Ivoire,,12.4
270,Gambia,2015,Major trading partner 3 (% of exports),Senegal,,4.9
270,Gambia,2020,Major trading partner 3 (% of exports),Senegal,,50.5
270,Gambia,2023,Major trading partner 3 (% of exports),Senegal,,10.9
270,Gambia,2015,Major trading partner 3 (% of imports),China,,6.9
270,Gambia,2020,Major trading partner 3 (% of imports),China,,10.4
270,Gambia,2023,Major trading partner 3 (% of imports),China,,7.6
268,Georgia,2015,Major trading partner 1 (% of exports),Azerbaijan,,10.9
268,Georgia,2020,Major trading partner 1 (% of exports),Azerbaijan,,13.1
268,Georgia,2023,Major trading partner 1 (% of exports),Azerbaijan,,14.2
268,Georgia,2015,Major trading partner 1 (% of imports),Türkiye,,18.2
268,Georgia,2020,Major trading partner 1 (% of imports),Türkiye,,17.5
268,Georgia,2023,Major trading partner 1 (% of imports),Türkiye,,16.5
268,Georgia,2015,Major trading partner 2 (% of exports),Armenia,,8.2
268,Georgia,2020,Major trading partner 2 (% of exports),Armenia,,5.6
268,Georgia,2023,Major trading partner 2 (% of exports),Armenia,,12.9
268,Georgia,2015,Major trading partner 2 (% of imports),United States,,3.5
268,Georgia,2020,Major trading partner 2 (% of imports),United States,,6.9
268,Georgia,2023,Major trading partner 2 (% of imports),United States,,13.1
268,Georgia,2015,Major trading partner 3 (% of exports),Kazakhstan,,2
268,Georgia,2020,Major trading partner 3 (% of exports),Kazakhstan,,1.4
268,Georgia,2023,Major trading partner 3 (% of exports),Kazakhstan,,11.5
268,Georgia,2015,Major trading partner 3 (% of imports),Russian Federation,,8.6
268,Georgia,2020,Major trading partner 3 (% of imports),Russian Federation,,11
268,Georgia,2023,Major trading partner 3 (% of imports),Russian Federation,,11.2
276,Germany,2015,Major trading partner 1 (% of exports),United States,,9.5
276,Germany,2020,Major trading partner 1 (% of exports),United States,,8.6
276,Germany,2023,Major trading partner 1 (% of exports),United States,,10.1
276,Germany,2015,Major trading partner 1 (% of imports),China,,9.8
276,Germany,2020,Major trading partner 1 (% of imports),China,,11.5
276,Germany,2023,Major trading partner 1 (% of imports),China,,11.8
276,Germany,2015,Major trading partner 2 (% of exports),France,,8.8
276,Germany,2020,Major trading partner 2 (% of exports),France,,7.5
276,Germany,2023,Major trading partner 2 (% of exports),France,,7.4
276,Germany,2015,Major trading partner 2 (% of imports),Netherlands,,8.3
276,Germany,2020,Major trading partner 2 (% of imports),Netherlands,,7.5
276,Germany,2023,Major trading partner 2 (% of imports),Netherlands,,7.2
276,Germany,2015,Major trading partner 3 (% of exports),Netherlands,,6.1
276,Germany,2020,Major trading partner 3 (% of exports),Netherlands,,6.4
276,Germany,2023,Major trading partner 3 (% of exports),Netherlands,,7
276,Germany,2015,Major trading partner 3 (% of imports),United States,,6.5
276,Germany,2020,Major trading partner 3 (% of imports),United States,,6.7
276,Germany,2023,Major trading partner 3 (% of imports),United States,,6.9
288,Ghana,2015,Major trading partner 1 (% of exports),Switzerland,,9.9
288,Ghana,2020,Major trading partner 1 (% of exports),Switzerland,,14.7
288,Ghana,2023,Major trading partner 1 (% of exports),Switzerland,,18.2
288,Ghana,2015,Major trading partner 1 (% of imports),China,,16.9
288,Ghana,2020,Major trading partner 1 (% of imports),China,,18.2
288,Ghana,2023,Major trading partner 1 (% of imports),China,,18.7
288,Ghana,2015,Major trading partner 2 (% of exports),South Africa,,4.3
288,Ghana,2020,Major trading partner 2 (% of exports),South Africa,,11.8
288,Ghana,2023,Major trading partner 2 (% of exports),South Africa,,11.7
288,Ghana,2015,Major trading partner 2 (% of imports),Netherlands,,1.5
288,Ghana,2020,Major trading partner 2 (% of imports),Netherlands,,2.2
288,Ghana,2023,Major trading partner 2 (% of imports),Netherlands,,9.6
288,Ghana,2015,Major trading partner 3 (% of exports),United Arab Emirates,,2.6
288,Ghana,2020,Major trading partner 3 (% of exports),United Arab Emirates,,5.4
288,Ghana,2023,Major trading partner 3 (% of exports),United Arab Emirates,,10.2
288,Ghana,2015,Major trading partner 3 (% of imports),India,,5.8
288,Ghana,2020,Major trading partner 3 (% of imports),India,,5.6
288,Ghana,2023,Major trading partner 3 (% of imports),India,,6.4
292,Gibraltar,2015,Major trading partner 1 (% of exports),Netherlands,,0.5
292,Gibraltar,2020,Major trading partner 1 (% of exports),Netherlands,,28.3
292,Gibraltar,2023,Major trading partner 1 (% of exports),Netherlands,,26.5
292,Gibraltar,2015,Major trading partner 1 (% of imports),Italy,,4.5
292,Gibraltar,2020,Major trading partner 1 (% of imports),Italy,,4.1
292,Gibraltar,2023,Major trading partner 1 (% of imports),Italy,,26.1
292,Gibraltar,2015,Major trading partner 2 (% of exports),France,,0.4
292,Gibraltar,2020,Major trading partner 2 (% of exports),France,,11
292,Gibraltar,2023,Major trading partner 2 (% of exports),France,,18.4
292,Gibraltar,2015,Major trading partner 2 (% of imports),Greece,,1.1
292,Gibraltar,2020,Major trading partner 2 (% of imports),Greece,,1.8
292,Gibraltar,2023,Major trading partner 2 (% of imports),Greece,,12.2
292,Gibraltar,2020,Major trading partner 3 (% of exports),India,,0.2
292,Gibraltar,2023,Major trading partner 3 (% of exports),India,,15.7
292,Gibraltar,2015,Major trading partner 3 (% of imports),Spain,,11.5
292,Gibraltar,2020,Major trading partner 3 (% of imports),Spain,,10.6
292,Gibraltar,2023,Major trading partner 3 (% of imports),Spain,,10.9
300,Greece,2015,Major trading partner 1 (% of exports),Italy,,11.4
300,Greece,2020,Major trading partner 1 (% of exports),Italy,,10.5
300,Greece,2023,Major trading partner 1 (% of exports),Italy,,11.5
300,Greece,2015,Major trading partner 1 (% of imports),Germany,,10.6
300,Greece,2020,Major trading partner 1 (% of imports),Germany,,12.1
300,Greece,2023,Major trading partner 1 (% of imports),Germany,,10.1
300,Greece,2015,Major trading partner 2 (% of exports),Bulgaria,,5
300,Greece,2020,Major trading partner 2 (% of exports),Bulgaria,,4.8
300,Greece,2023,Major trading partner 2 (% of exports),Bulgaria,,6.8
300,Greece,2015,Major trading partner 2 (% of imports),China,,6
300,Greece,2020,Major trading partner 2 (% of imports),China,,7.7
300,Greece,2023,Major trading partner 2 (% of imports),China,,8.4
300,Greece,2015,Major trading partner 3 (% of exports),Germany,,7.3
300,Greece,2020,Major trading partner 3 (% of exports),Germany,,7.7
300,Greece,2023,Major trading partner 3 (% of exports),Germany,,6.6
300,Greece,2015,Major trading partner 3 (% of imports),Italy,,7.9
